inscription_id,source_corpus,provenance_source_url,site_find_place,region,object_type,support_material,classification,formula_class,inscription_length,line_count,sign_count,word_count,sign_inventory_used,estimated_date_period,find_context,libation_formula_candidate,accounting_candidate,ideogram_presence,numeral_presence,damage_unreadability_level,confidence_provenance_notes
KH 82,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,RI ]OLE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 83,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2083/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,8,3,8,8,A AB07 AB08 AB24 DI NE[ VAS,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 85,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,3,5,5,*401VAS OLE RU TA VINC[,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 86,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2086/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,8,4,8,8,AB17 AB27 AB39 AB55 NU PI RE ZA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 87,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,BOSM,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 88,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2088/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,14,6,14,14,AB118 AB16 AB21F AB45 AB50 AB55 AB80 DE FIC MA NU PU QA QIF,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 9,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%209/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,17,6,17,17,A AB08 AB11 AB28 AB41 AB58 FIC PO SI SU TA2 ]I,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 90,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2090/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,11,3,11,11,AB53 AB57 AB59 AB80 MA RI TA [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.1818,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 91,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2091/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,7,5,7,7,*401VAS AB79 FIC[ GRA RA RU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 92,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2092/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,20,7,20,20,A AB01 AB04 AB06 AB08 AB08? AB21F AB30 AB53 AB67 AB81 DA KI KU NI QIF RI TE [?] ]NA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0500,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 94,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2094/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB17?,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 95,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2095/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB09,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 97,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,2,5,5,A I[ JA SE ]RE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 97A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2097a/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,3,4,4,AB06 AB08 AB27 AB57,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 97B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2097b/index-word.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB09 AB28?,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH 99,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%2099/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,16,6,16,16,AB03 AB08 AB118 AB41 AB45 AB53 AB77 AB81 DE KA RI SI [?] ]A ]KU ]PA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0625,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WA 1002,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wa%201002%CE%B1/index-word.html; http://sigla.phis.me/document/KH%20Wa%201002%CE%B3/index-word.html,KH,crete_west,nodule_or_sealing,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,A501 A640,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WA 1013,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wa%201013%CE%B1/index-word.html; http://sigla.phis.me/document/KH%20Wa%201013%CE%B3/index-word.html,KH,crete_west,nodule_or_sealing,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB02 AB86,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WA 1014,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wa%201014%CE%B1/index-word.html; http://sigla.phis.me/document/KH%20Wa%201014%CE%B3/index-word.html,KH,crete_west,nodule_or_sealing,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB02 AB86,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WA 1015,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wa%201015%CE%B1/index-word.html; http://sigla.phis.me/document/KH%20Wa%201015%CE%B3/index-word.html,KH,crete_west,nodule_or_sealing,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB02 AB86,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WA 1016,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wa%201016%CE%B1/index-word.html; http://sigla.phis.me/document/KH%20Wa%201016%CE%B3/index-word.html,KH,crete_west,nodule_or_sealing,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB02 AB86,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2004,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,VIR[,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2005,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wc%202005/index-word.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,unclassified,4,1,4,4,AB06 AB30 AB37 AB77,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2006,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*417VAS,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2007,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*417VAS,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2008,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wc%202008/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,*411VASB A411B,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2009,local_merged_sigla_younger_internal,http://sigla.phis.me/document/KH%20Wc%202009/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,*411VASB A411B,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2010,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*409VAS,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2011,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2012,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2013,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2014,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2015,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2016,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2017,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2018,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASB,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
KH WC 2019,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,KH,crete_west,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,*411VASA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
